"DRUG_CODE_ID","DESCRIPTION","BNF1","BNF2","BNF3","ATC","FREQUENCY","DATABASE"
"1657441000033117","Muse 125microgram urethral sticks (Meda Pharmaceuticals Ltd) Stick Urethral Alprostadil 125.000microgram","7040500",,,,"1602","CPRD_AURUM"
"1569141000033116","Alprostadil 125microgram urethral sticks Stick Urethral Alprostadil 125.000microgram","7040500",,,,"956","CPRD_AURUM"
"1657341000033111","Muse 1000microgram urethral sticks (Mylan) Stick Urethral Alprostadil 1.000mg","7040500",,,,"36608","CPRD_AURUM"
"1569041000033115","Alprostadil 1mg urethral sticks Stick Urethral Alprostadil 1.000mg","7040500",,,,"36917","CPRD_AURUM"
"1706441000033118","Viridal Duo Continuation Pack 20microgram powder and solvent for solution for injection cartridges (UCB Pharma Ltd) Powder and solvent for solution for injection Intracavernous Alprostadil 20.000microgram","7040500",,,,"16155","CPRD_AURUM"
"1714441000033113","Alprostadil 20microgram powder and solvent for solution for injection cartridges Powder and solvent for solution for injection Intracavernous Alprostadil 20.000microgram","7040500",,,,"7475","CPRD_AURUM"
"193641000033119","Caverject 20microgram powder and solvent for solution for injection vials (Pfizer Ltd) Powder and solvent for solution for injection Intracavernous Alprostadil 20.000microgram","7040500",,,,"82804","CPRD_AURUM"
"29941000033111","Alprostadil 20microgram powder and solvent for solution for injection vials Powder and solvent for solution for injection Intracavernous Alprostadil 20.000microgram","7040500",,,,"52097","CPRD_AURUM"
"1657541000033116","Muse 250microgram urethral sticks (Mylan) Stick Urethral Alprostadil 250.000microgram","7040500",,,,"10353","CPRD_AURUM"
"1569241000033111","Alprostadil 250microgram urethral sticks Stick Urethral Alprostadil 250.000microgram","7040500",,,,"9661","CPRD_AURUM"
"1580541000033118","Caverject 40microgram powder and solvent for solution for injection vials (Pfizer Ltd) Powder and solvent for solution for injection Intracavernous Alprostadil 40.000microgram","7040500",,,,"25521","CPRD_AURUM"
"1568541000033118","Alprostadil 40microgram powder and solvent for solution for injection vials Powder and solvent for solution for injection Intracavernous Alprostadil 40.000microgram","7040500",,,,"19564","CPRD_AURUM"
"31241000033116","Alprostadil 500micrograms/1ml solution for infusion ampoules Solution for infusion Intravenous/ Intraarterial Alprostadil 500.000microgram/1.000ml",,,,,"395","CPRD_AURUM"
