"DRUG_CODE_ID","DESCRIPTION","BNF1","BNF2","BNF3","ATC","FREQUENCY","DATABASE"
"73239","Viagra Connect 50mg tablets (Pfizer Consumer Healthcare Ltd) Sildenafil citrate 50mg Tablet Oral","07040500",,,,"66","CPRD_GOLD"
"6207","Tadalafil 20mg tablets Tadalafil 20mg Tablet Oral","02050100","07040501",,,"644648","CPRD_GOLD"
"69219","Sildenafil 100mg tablets (Dr Reddy's Laboratories (UK) Ltd) Sildenafil citrate 100mg Tablet Oral","07040500",,,,"12","CPRD_GOLD"
"61337","Avanafil 50mg tablets Avanafil 50mg Tablet Oral","07040500",,,,"521","CPRD_GOLD"
"72637","Tadalafil 20mg tablets (Teva UK Ltd) Tadalafil 20mg Tablet Oral","02050100","07040501",,,"7","CPRD_GOLD"
"49766","Alprostadil 20microgram powder and solvent for solution for injection pre-filled disposable devices Alprostadil 20microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"1811","CPRD_GOLD"
"52195","Alprostadil 40microgram powder and solvent for solution for injection cartridges with device Alprostadil 40microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"296","CPRD_GOLD"
"27137","Sildenafil 20mg tablets Sildenafil citrate 20mg Tablet Oral","02050100",,,,"4519","CPRD_GOLD"
"76116","Viagra 50mg tablets (Waymade Healthcare Plc) Sildenafil citrate 50mg Tablet Oral","07040500",,,,"0","CPRD_GOLD"
"25010","Alprostadil 40micrograms injection Alprostadil 40mcg Injection ","07040500",,,,"71","CPRD_GOLD"
"61597","Spedra 100mg tablets (A. Menarini Farmaceutica Internazionale SRL) Avanafil 100mg Tablet Oral","07040500",,,,"230","CPRD_GOLD"
"39096","Tadalafil 5mg tablets Tadalafil 5mg Tablet Oral","07040501",,,,"151129","CPRD_GOLD"
"45844","Levitra 10mg orodispersible tablets (Bayer Plc) Vardenafil hydrochloride trihydrate 10mg Orodispersible tablet Oral","07040500",,,,"1775","CPRD_GOLD"
"5064","Alprostadil 40micrograms injection Alprostadil 40micrograms Injection Intracavernosal Injection","07040500",,,,"5511","CPRD_GOLD"
"50511","Alprostadil 20microgram powder and solvent for solution for injection vials Alprostadil 20microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"1477","CPRD_GOLD"
"60334","Nipatra 100mg chewable tablets (Advanz Pharma) Sildenafil citrate 100mg Chewable tablet Oral","07040500",,,,"10","CPRD_GOLD"
"7047","Viridal duo 10microgram Injection (UCB Pharma Ltd) Alprostadil 10microgram Injection Intracavernosal Injection","07040500",,,,"2458","CPRD_GOLD"
"32662","VIAGRA    ","00000000",,,,"0","CPRD_GOLD"
"25219","VIAGRA    ","00000000",,,,"2","CPRD_GOLD"
"70126","Sildenafil 5mg/5ml oral solution Sildenafil citrate 1mg/1ml Oral solution Oral","02050100","07040500",,,"1","CPRD_GOLD"
"61931","Spedra 200mg tablets (A. Menarini Farmaceutica Internazionale SRL) Avanafil 200mg Tablet Oral","07040500",,,,"202","CPRD_GOLD"
"73996","Viagra 100mg tablets (Waymade Healthcare Plc) Sildenafil citrate 100mg Tablet Oral","07040500",,,,"428","CPRD_GOLD"
"48761","Viridal Duo Continuation Pack 20microgram powder and solvent for solution for injection cartridges (UCB Pharma Ltd) Alprostadil 20microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"2164","CPRD_GOLD"
"62352","Sildenafil 100mg tablets (Upjohn UK Ltd) Sildenafil citrate 100mg Tablet Oral","07040500",,,,"0","CPRD_GOLD"
"51015","Viridal Duo Starter Pack 40microgram powder and solvent for solution for injection cartridges with device (UCB Pharma Ltd) Alprostadil 40microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"243","CPRD_GOLD"
"58151","Sildenafil 10mg/5ml oral solution Sildenafil citrate 2mg/1ml Oral solution Oral","02050100","07040500",,,"20","CPRD_GOLD"
"1732","Viagra 100mg tablets (Upjohn UK Ltd) Sildenafil citrate 100mg Tablet Oral","07040500",,,,"145493","CPRD_GOLD"
"52369","Levitra 10mg tablets (Sigma Pharmaceuticals Plc) Vardenafil hydrochloride trihydrate 10mg Tablet Oral","07040500",,,,"1","CPRD_GOLD"
"68787","Sildenafil 25mg tablets (Teva UK Ltd) Sildenafil citrate 25mg Tablet Oral","07040500",,,,"23","CPRD_GOLD"
"15965","Viridal duo 40microgram Injection (UCB Pharma Ltd) Alprostadil 40microgram Injection Intracavernosal Injection","07040500",,,,"2845","CPRD_GOLD"
"57411","Sildenafil 50mg chewable tablets sugar free Sildenafil citrate 50mg Chewable tablet Oral","07040500",,,,"1058","CPRD_GOLD"
"46795","Sildenafil 10mg/12.5ml solution for injection vials Sildenafil citrate .8mg/1ml Solution for injection Intravenous","02050100",,,,"12","CPRD_GOLD"
"12617","Viridal 20microgram Injection (Schwarz Pharma Ltd) Alprostadil 20microgram Injection Intracavernosal Injection","07040500",,,,"253","CPRD_GOLD"
"11010","ALPROSTADIL 5 MCG INJ    ","00000000",,,,"88","CPRD_GOLD"
"1255","Muse 500microgram urethral sticks (Mylan) Alprostadil 500microgram Stick Urethral","07040500",,,,"11830","CPRD_GOLD"
"6457","Levitra 10mg tablets (Bayer Plc) Vardenafil hydrochloride trihydrate 10mg Tablet Oral","07040500",,,,"30080","CPRD_GOLD"
"5794","Muse 125microgram urethral sticks (Meda Pharmaceuticals Ltd) Alprostadil 125microgram Stick Urethral","07040500",,,,"805","CPRD_GOLD"
"704","Sildenafil 25mg tablets Sildenafil citrate 25mg Tablet Oral","07040500",,,,"212974","CPRD_GOLD"
"2847","Caverject 5microgram powder and solvent for solution for injection vials (Pfizer Ltd) Alprostadil 5microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"4214","CPRD_GOLD"
"62659","Sildenafil 12.5mg/5ml oral suspension Sildenafil citrate 2.5mg/1ml Oral suspension Oral","02050100","07040500",,,"5","CPRD_GOLD"
"57369","Sildenafil 100mg chewable tablets sugar free Sildenafil citrate 100mg Chewable tablet Oral","07040500",,,,"1782","CPRD_GOLD"
"77611","Viagra 25mg tablets (Necessity Supplies Ltd) Sildenafil citrate 25mg Tablet Oral","07040500",,,,"1","CPRD_GOLD"
"48762","Viridal Duo Continuation Pack 10microgram powder and solvent for solution for injection cartridges (UCB Pharma Ltd) Alprostadil 10microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"1715","CPRD_GOLD"
"75424","Viagra 50mg tablets (Necessity Supplies Ltd) Sildenafil citrate 50mg Tablet Oral","07040500",,,,"0","CPRD_GOLD"
"64204","Sildenafil 100mg tablets (A A H Pharmaceuticals Ltd) Sildenafil citrate 100mg Tablet Oral","07040500",,,,"0","CPRD_GOLD"
"6214","Vardenafil 10mg tablets Vardenafil hydrochloride trihydrate 10mg Tablet Oral","07040500",,,,"99434","CPRD_GOLD"
"49411","Sildenafil 10mg/5ml oral suspension Sildenafil citrate 2mg/1ml Oral suspension Oral","02050100","07040500",,,"330","CPRD_GOLD"
"5928","Caverject Dual Chamber 10microgram powder and solvent for solution for injection (Pfizer Ltd) Alprostadil 10microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"9233","CPRD_GOLD"
"47264","Adcirca 20mg tablets (Eli Lilly and Company Ltd) Tadalafil 20mg Tablet Oral","02050100",,,,"99","CPRD_GOLD"
"9527","Alprostadil 125microgram urethral sticks Alprostadil 125microgram Stick Urethral","00000000",,,,"404","CPRD_GOLD"
"66159","Sildenafil 100mg tablets (Mawdsley-Brooks & Company Ltd) Sildenafil citrate 100mg Tablet Oral","07040500",,,,"0","CPRD_GOLD"
"57453","Viridal Duo Starter Pack 20microgram powder and solvent for solution for injection cartridges with device (UCB Pharma Ltd) Alprostadil 20microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"411","CPRD_GOLD"
"57432","Alprostadil 20microgram powder and solvent for solution for injection cartridges with device Alprostadil 20microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"114","CPRD_GOLD"
"39285","Cialis 5mg tablets (Eli Lilly and Company Ltd) Tadalafil 5mg Tablet Oral","07040501",,,,"53950","CPRD_GOLD"
"30967","Revatio 20mg tablets (Upjohn UK Ltd) Sildenafil citrate 20mg Tablet Oral","02050100",,,,"310","CPRD_GOLD"
"11113","Alprostadil 500micrograms/1ml solution for infusion ampoules Alprostadil 500microgram/1ml Solution for infusion Intraarterial/Intravenous","02140000",,,,"105","CPRD_GOLD"
"22819","SILDENAFIL    ","00000000",,,,"8","CPRD_GOLD"
"14860","Levitra 5mg tablets (Bayer Plc) Vardenafil hydrochloride trihydrate 5mg Tablet Oral","07040500",,,,"5818","CPRD_GOLD"
"6203","Vardenafil 5mg tablets Vardenafil hydrochloride trihydrate 5mg Tablet Oral","07040500",,,,"18134","CPRD_GOLD"
"1452","Viagra 25mg tablets (Upjohn UK Ltd) Sildenafil citrate 25mg Tablet Oral","07040500",,,,"22311","CPRD_GOLD"
"9531","Alprostadil 250microgram urethral sticks Alprostadil 250microgram Stick Urethral","07040500",,,,"4077","CPRD_GOLD"
"49347","Cialis 20mg tablets (Mawdsley-Brooks & Company Ltd) Tadalafil 20mg Tablet Oral","07040501",,,,"2","CPRD_GOLD"
"51068","Alprostadil 40microgram powder and solvent for solution for injection vials Alprostadil 40microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"1110","CPRD_GOLD"
"49322","Viridal Duo Continuation Pack 40microgram powder and solvent for solution for injection cartridges (UCB Pharma Ltd) Alprostadil 40microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"3063","CPRD_GOLD"
"6777","Levitra 20mg tablets (Bayer Plc) Vardenafil hydrochloride trihydrate 20mg Tablet Oral","07040500",,,,"47693","CPRD_GOLD"
"7204","Viridal duo 20microgram Injection (UCB Pharma Ltd) Alprostadil 20microgram Injection Intracavernosal Injection","07040500",,,,"2755","CPRD_GOLD"
"554","Sildenafil 50mg tablets Sildenafil citrate 50mg Tablet Oral","07040500",,,,"1465040","CPRD_GOLD"
"11518","Alprostadil 20micrograms injection Alprostadil 20micrograms Injection Intracavernosal Injection","07040500",,,,"11976","CPRD_GOLD"
"48764","Cialis 20mg tablets (Necessity Supplies Ltd) Tadalafil 20mg Tablet Oral","07040501",,,,"3","CPRD_GOLD"
"45776","Vardenafil 10mg orodispersible tablets sugar free Vardenafil hydrochloride trihydrate 10mg Orodispersible tablet Oral","07040500",,,,"2359","CPRD_GOLD"
"1611","Muse 1000microgram urethral sticks (Mylan) Alprostadil 1mg Stick Urethral","07040500",,,,"18814","CPRD_GOLD"
"50728","Alprostadil 10microgram powder and solvent for solution for injection vials Alprostadil 10microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"661","CPRD_GOLD"
"11673","Caverject Dual Chamber 20microgram powder and solvent for solution for injection (Pfizer Ltd) Alprostadil 20microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"18293","CPRD_GOLD"
"60847","Vitaros 3mg/g cream (Ferring Pharmaceuticals Ltd) Alprostadil 3mg/1gram Cream Cutaneous","07040500",,,,"4166","CPRD_GOLD"
"78373","Tadalafil 5mg tablets (A A H Pharmaceuticals Ltd) Tadalafil 5mg Tablet Oral","07040501",,,,"1","CPRD_GOLD"
"11141","Alprostadil 10micrograms injection Alprostadil 10micrograms Injection Intracavernosal Injection","07040500",,,,"6099","CPRD_GOLD"
"50735","Alprostadil 40microgram powder and solvent for solution for injection cartridges Alprostadil 40microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"754","CPRD_GOLD"
"23635","Viridal 5microgram Injection (Schwarz Pharma Ltd) Alprostadil 5microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"25","CPRD_GOLD"
"58615","Alprostadil 10microgram powder and solvent for solution for injection cartridges with device Alprostadil 10microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"52","CPRD_GOLD"
"70587","Sildenafil 25mg/5ml oral solution Sildenafil citrate 5mg/1ml Oral solution Oral","02050100","07040500",,,"9","CPRD_GOLD"
"5702","Caverject 10microgram powder and solvent for solution for injection vials (Pfizer Ltd) Alprostadil 10microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"20885","CPRD_GOLD"
"77992","Sildenafil 50mg tablets (Zentiva) Sildenafil citrate 50mg Tablet Oral","07040500",,,,"0","CPRD_GOLD"
"69454","Sildenafil 50mg/5ml oral solution Sildenafil citrate 10mg/1ml Oral solution Oral","02050100","07040500",,,"4","CPRD_GOLD"
"62622","Sildenafil 100mg tablets (Actavis UK Ltd) Sildenafil citrate 100mg Tablet Oral","07040500",,,,"3","CPRD_GOLD"
"6015","Cialis 10mg tablets (Eli Lilly and Company Ltd) Tadalafil 10mg Tablet Oral","07040501",,,,"107750","CPRD_GOLD"
"1456","Viagra 50mg tablets (Upjohn UK Ltd) Sildenafil citrate 50mg Tablet Oral","07040500",,,,"111472","CPRD_GOLD"
"62715","Sildenafil 50mg tablets (Actavis UK Ltd) Sildenafil citrate 50mg Tablet Oral","07040500",,,,"2","CPRD_GOLD"
"50362","Sildenafil 12.5mg/5ml oral solution Sildenafil citrate 2.5mg/1ml Oral solution Oral","02050100","07040500",,,"15","CPRD_GOLD"
"62844","Sildenafil 50mg tablets (Upjohn UK Ltd) Sildenafil citrate 50mg Tablet Oral","07040500",,,,"25","CPRD_GOLD"
"78090","Viagra 50mg tablets (DE Pharmaceuticals) Sildenafil citrate 50mg Tablet Oral","07040500",,,,"1","CPRD_GOLD"
"78253","Muse 1000microgram urethral sticks (Waymade Healthcare Plc) Alprostadil 1mg Stick Urethral","07040500",,,,"2","CPRD_GOLD"
"2727","Muse 250microgram urethral sticks (Mylan) Alprostadil 250microgram Stick Urethral","07040500",,,,"6801","CPRD_GOLD"
"48939","Alprostadil 10microgram powder and solvent for solution for injection pre-filled disposable devices Alprostadil 10microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"1214","CPRD_GOLD"
"35192","Sildenafil 10mg/5ml oral solution Sildenafil Citrate 10mg/5ml Oral Liquid Oral","02050100","07040500",,,"793","CPRD_GOLD"
"55368","Sildenafil 10mg/ml oral suspension sugar free Sildenafil citrate 10mg/1ml Oral suspension Oral","02050100",,,,"1056","CPRD_GOLD"
"76221","Sildenafil 50mg tablets (A A H Pharmaceuticals Ltd) Sildenafil citrate 50mg Tablet Oral","07040500",,,,"1","CPRD_GOLD"
"5066","Alprostadil 500microgram urethral sticks Alprostadil 500microgram Stick Urethral","07040500",,,,"7008","CPRD_GOLD"
"63578","Revatio 10mg/ml oral suspension (Upjohn UK Ltd) Sildenafil citrate 10mg/1ml Oral suspension Oral","02050100",,,,"144","CPRD_GOLD"
"45641","Sildenafil 40mg/50ml solution for injection vials Sildenafil citrate .8mg/1ml Solution for injection Intravenous","02050100",,,,"2","CPRD_GOLD"
"15119","Alprostadil 5microgram powder and solvent for solution for injection vials Alprostadil 5microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"1712","CPRD_GOLD"
"76691","Tadalafil 5mg tablets (Mylan) Tadalafil 5mg Tablet Oral","07040501",,,,"11","CPRD_GOLD"
"68443","Levitra 20mg tablets (Waymade Healthcare Plc) Vardenafil hydrochloride trihydrate 20mg Tablet Oral","07040500",,,,"1","CPRD_GOLD"
"25220","VIAGRA    ","00000000",,,,"1","CPRD_GOLD"
"1257","Sildenafil 100mg tablets Sildenafil citrate 100mg Tablet Oral","07040500",,,,"2196583","CPRD_GOLD"
"6133","Caverject 40microgram powder and solvent for solution for injection vials (Pfizer Ltd) Alprostadil 40microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"13378","CPRD_GOLD"
"13629","VIRIDAL 10 10 MCG INJ    ","00000000",,,,"72","CPRD_GOLD"
"39289","Tadalafil 2.5mg tablets Tadalafil 2.5mg Tablet Oral","07040501",,,,"16149","CPRD_GOLD"
"2270","Caverject 20microgram powder and solvent for solution for injection vials (Pfizer Ltd) Alprostadil 20microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"44766","CPRD_GOLD"
"59771","Sildenafil 25mg/5ml oral suspension Sildenafil citrate 5mg/1ml Oral suspension Oral","02050100","07040500",,,"89","CPRD_GOLD"
"51169","Alprostadil 20microgram powder and solvent for solution for injection cartridges Alprostadil 20microgram Powder and solvent for solution for injection Intracavernous","07040500",,,,"741","CPRD_GOLD"
"63611","Cialis 5mg tablets (Mawdsley-Brooks & Company Ltd) Tadalafil 5mg Tablet Oral","07040501",,,,"2","CPRD_GOLD"
"57491","Sildenafil 25mg chewable tablets sugar free Sildenafil citrate 25mg Chewable tablet Oral","07040500",,,,"122","CPRD_GOLD"
"66569","Sildenafil 25mg tablets (Alliance Healthcare (Distribution) Ltd) Sildenafil citrate 25mg Tablet Oral","07040500",,,,"0","CPRD_GOLD"
"16220","VIRIDAL 5 5 MCG INJ    ","00000000",,,,"32","CPRD_GOLD"
"61184","Sildenafil 100mg tablets (Teva UK Ltd) Sildenafil citrate 100mg Tablet Oral","07040500",,,,"45","CPRD_GOLD"
"81419","Aronix 50mg tablets (Dr Reddy's Laboratories (UK) Ltd)Sildenafil citrate50mgTabletOral ","07040500",,,,"1","CPRD_GOLD"
"82283","Caverject Dual Chamber 20microgram powder and solvent for solution for injection (Lexon (UK) Ltd)Alprostadil20microgramPowder and solvent for solution for injectionIntracavernous ","07040500",,,,"1","CPRD_GOLD"
"82377","Levitra 20mg tablets (Mawdsley-Brooks & Company Ltd)Vardenafil hydrochloride trihydrate20mgTabletOral ","07040500",,,,"0","CPRD_GOLD"
"82794","Sildenafil 50mg tablets (Accord Healthcare Ltd)Sildenafil citrate50mgTabletOral ","07040500",,,,"0","CPRD_GOLD"
