"DRUG_CODE_ID","DESCRIPTION","BNF1","BNF2","BNF3","ATC","FREQUENCY","DATABASE"
"2621341000033116","Tropium 10mg tablets (Dr Reddy's Laboratories (UK) Ltd) Tablet Oral Chlordiazepoxide hydrochloride 10.000mg","4010200",,,,"1","CPRD_AURUM"
"609541000033119","Frisium 10mg tablets (Sanofi) Tablet Oral Clobazam 10.000mg","4080100",,,,"24052","CPRD_AURUM"
"262841000033110","Clobazam 10mg tablets Tablet Oral Clobazam 10.000mg","4080100",,,,"1177730","CPRD_AURUM"
"851141000033111","Lorazepam 1mg tablets Tablet Oral Lorazepam 1.000mg","15010401",,,,"5548984","CPRD_AURUM"
"851241000033116","Lorazepam 2.5mg tablets Tablet Oral Lorazepam 2.500mg","15010401",,,,"325318","CPRD_AURUM"
"901941000033111","Meprobamate 400mg tablets Tablet Oral Meprobamate 400.000mg","4010200",,,,"43890","CPRD_AURUM"
"1025741000033113","Oxazepam 10mg tablets Tablet Oral Oxazepam 10.000mg","4010200",,,,"824367","CPRD_AURUM"
"1025841000033115","Oxazepam 15mg tablets Tablet Oral Oxazepam 15.000mg","4010200",,,,"388085","CPRD_AURUM"
"172041000033110","Buspirone 5mg tablets Tablet Oral Buspirone hydrochloride 5.000mg","4010200",,,,"627162","CPRD_AURUM"
"174141000033116","Buspar 5mg tablets (IXL Pharma Ltd) Tablet Oral Buspirone hydrochloride 5.000mg",,,,,"46421","CPRD_AURUM"
"172241000033119","Buspar 10mg tablets (IXL Pharma Ltd) Tablet Oral Buspirone hydrochloride 10.000mg",,,,,"7330","CPRD_AURUM"
"172141000033114","Buspirone 10mg tablets Tablet Oral Buspirone hydrochloride 10.000mg","4010200",,,,"245595","CPRD_AURUM"
"458341000033112","Diazepam 2.5mg/1.25ml rectal solution tube Enema Rectal Diazepam 2.000mg/1.000ml","4080300",,,,"7375","CPRD_AURUM"
"458041000033110","Diazepam 2.5mg RecTubes (Wockhardt UK Ltd) Enema Rectal Diazepam 2.000mg/1.000ml","10020200","15010401",,,"2011","CPRD_AURUM"
"1383341000033115","Stesolid 5mg rectal tube (Accord Healthcare Ltd) Enema Rectal Diazepam 2.000mg/1.000ml","4080300","10020200","15010401",,"19762","CPRD_AURUM"
"458241000033119","Diazepam 5mg RecTubes (Wockhardt UK Ltd) Enema Rectal Diazepam 2.000mg/1.000ml","4080300","10020200","15010401",,"10241","CPRD_AURUM"
"458641000033116","Diazepam 5mg/2.5ml rectal solution tube Enema Rectal Diazepam 2.000mg/1.000ml","4080200",,,,"65425","CPRD_AURUM"
"458541000033117","Diazepam 10mg/2.5ml rectal solution tube Enema Rectal Diazepam 4.000mg/1.000ml","4080200",,,,"90590","CPRD_AURUM"
"1383241000033113","Stesolid 10mg rectal tube (Accord Healthcare Ltd) Enema Rectal Diazepam 4.000mg/1.000ml","4080300","10020200","15010401",,"27649","CPRD_AURUM"
"457941000033112","Diazepam 10mg RecTubes (Wockhardt UK Ltd) Enema Rectal Diazepam 4.000mg/1.000ml","4080300","10020200","15010401",,"17396","CPRD_AURUM"
"13058141000033113","Lorazepam 500microgram tablets Tablet Oral Lorazepam 500.000microgram",,,,,"40861","CPRD_AURUM"
"5748641000033110","Diazepam 2mg/5ml oral solution sugar free Oral solution Oral Diazepam 400.000microgram/1.000ml",,,,,"67818","CPRD_AURUM"
"3979041000033112","Diazepam 25mg/5ml oral solution Oral solution Oral Diazepam 5.000mg/1.000ml",,,,,"273","CPRD_AURUM"
"5899541000033113","Clobazam 1mg/5ml oral solution Oral solution Oral Clobazam 200.000microgram/1.000ml",,,,,"35","CPRD_AURUM"
"12679241000033111","Buspirone 5mg/5ml oral solution Oral solution Oral Buspirone hydrochloride 1.000mg/1.000ml",,,,,"13","CPRD_AURUM"
"4434141000033114","Chlordiazepoxide 5mg/5ml oral suspension Oral suspension Oral Chlordiazepoxide hydrochloride 1.000mg/1.000ml",,,,,"168","CPRD_AURUM"
"5892241000033118","Clobazam 10mg/5ml oral solution Oral solution Oral Clobazam 2.000mg/1.000ml",,,,,"699","CPRD_AURUM"
"3157541000033114","Clobazam 10mg/5ml oral suspension Oral suspension Oral Clobazam 2.000mg/1.000ml",,,,,"7800","CPRD_AURUM"
"5899641000033114","Clobazam 1mg/5ml oral suspension Oral suspension Oral Clobazam 200.000microgram/1.000ml",,,,,"117","CPRD_AURUM"
"5899741000033117","Clobazam 2.5mg/5ml oral solution Oral solution Oral Clobazam 500.000microgram/1.000ml",,,,,"304","CPRD_AURUM"
"5899841000033110","Clobazam 2.5mg/5ml oral suspension Oral suspension Oral Clobazam 500.000microgram/1.000ml",,,,,"403","CPRD_AURUM"
"5899941000033119","Clobazam 25mg/5ml oral solution Oral solution Oral Clobazam 5.000mg/1.000ml",,,,,"117","CPRD_AURUM"
"5900041000033117","Clobazam 25mg/5ml oral suspension Oral suspension Oral Clobazam 5.000mg/1.000ml",,,,,"273","CPRD_AURUM"
"6361041000033115","Clobazam 2mg/5ml oral solution Oral solution Oral Clobazam 400.000microgram/1.000ml",,,,,"27","CPRD_AURUM"
"6360941000033113","Clobazam 2mg/5ml oral suspension Oral suspension Oral Clobazam 400.000microgram/1.000ml",,,,,"75","CPRD_AURUM"
"2711041000033119","Clobazam 5mg/5ml oral solution Oral solution Oral Clobazam 1.000mg/1.000ml",,,,,"14819","CPRD_AURUM"
"5892141000033113","Clobazam 5mg/5ml oral suspension Oral suspension Oral Clobazam 1.000mg/1.000ml",,,,,"5946","CPRD_AURUM"
"5892441000033117","Lorazepam 1mg/5ml oral solution Oral solution Oral Lorazepam 200.000microgram/1.000ml",,,,,"6138","CPRD_AURUM"
"3923841000033119","Lorazepam 1mg/5ml oral suspension Oral suspension Oral Lorazepam 200.000microgram/1.000ml",,,,,"4674","CPRD_AURUM"
"4663341000033118","Lorazepam 250micrograms/5ml oral suspension Oral suspension Oral Lorazepam 50.000microgram/1.000ml",,,,,"364","CPRD_AURUM"
"5892341000033111","Lorazepam 500micrograms/5ml oral solution Oral solution Oral Lorazepam 100.000microgram/1.000ml",,,,,"2343","CPRD_AURUM"
"3308041000033119","Lorazepam 500micrograms/5ml oral suspension Oral suspension Oral Lorazepam 100.000microgram/1.000ml",,,,,"6725","CPRD_AURUM"
"5991641000033117","Diazepam 10mg/5ml oral solution Oral solution Oral Diazepam 2.000mg/1.000ml",,,,,"438","CPRD_AURUM"
"5991741000033114","Diazepam 2.5mg/5ml oral solution Oral solution Oral Diazepam 500.000microgram/1.000ml",,,,,"934","CPRD_AURUM"
"11275941000033119","Oxazepam 10mg/5ml oral suspension Oral suspension Oral Oxazepam 2.000mg/1.000ml",,,,,"24","CPRD_AURUM"
"2762441000033119","Diazepam 10mg/5ml oral suspension Oral suspension Oral Diazepam 2.000mg/1.000ml",,,,,"8554","CPRD_AURUM"
"3345241000033111","Diazepam 2.5mg/5ml oral suspension Oral suspension Oral Diazepam 500.000microgram/1.000ml",,,,,"6763","CPRD_AURUM"
"3993641000033114","Diazepam 2mg/5ml oral suspension Oral suspension Oral Diazepam 400.000microgram/1.000ml",,,,,"9444","CPRD_AURUM"
"8263141000033119","Tapclob 10mg/5ml oral suspension (Martindale Pharmaceuticals Ltd) Oral suspension Oral Clobazam 2.000mg/1.000ml",,,,,"2780","CPRD_AURUM"
"8262941000033111","Clobazam 10mg/5ml oral suspension sugar free Oral suspension Oral Clobazam 2.000mg/1.000ml",,,,,"24424","CPRD_AURUM"
"12202641000033110","Zacco 10mg/5ml oral suspension (Thame Laboratories Ltd) Oral suspension Oral Clobazam 2.000mg/1.000ml",,,,,"223","CPRD_AURUM"
"10388141000033116","Perizam 2mg/ml oral suspension (Rosemont Pharmaceuticals Ltd) Oral suspension Oral Clobazam 2.000mg/1.000ml",,,,,"186","CPRD_AURUM"
"8262841000033115","Clobazam 5mg/5ml oral suspension sugar free Oral suspension Oral Clobazam 1.000mg/1.000ml",,,,,"39488","CPRD_AURUM"
"8263041000033118","Tapclob 5mg/5ml oral suspension (Martindale Pharmaceuticals Ltd) Oral suspension Oral Clobazam 1.000mg/1.000ml",,,,,"4849","CPRD_AURUM"
"10388041000033115","Perizam 1mg/ml oral suspension (Rosemont Pharmaceuticals Ltd) Oral suspension Oral Clobazam 1.000mg/1.000ml",,,,,"355","CPRD_AURUM"
"12202541000033114","Zacco 5mg/5ml oral suspension (Thame Laboratories Ltd) Oral suspension Oral Clobazam 1.000mg/1.000ml",,,,,"123","CPRD_AURUM"
"12503341000033119","Lorazepam 1mg/ml oral solution sugar free Oral solution Oral Lorazepam 1.000mg/1.000ml",,,,,"3886","CPRD_AURUM"
"88941000033110","Ativan 4mg/1ml solution for injection ampoules (Pfizer Ltd) Solution for injection Intravenous/ Intramuscular Lorazepam 4.000mg/1.000ml","4080200","15010401",,,"108","CPRD_AURUM"
"844141000033111","Lorazepam 4mg/1ml solution for injection ampoules Solution for injection Intravenous/ Intramuscular Lorazepam 4.000mg/1.000ml","15010401",,,,"2440","CPRD_AURUM"
"446441000033119","Diazemuls 10mg/2ml emulsion for injection ampoules (Accord Healthcare Ltd) Emulsion for injection Intravenous Diazepam 5.000mg/1.000ml","10020200","15010401",,,"1508","CPRD_AURUM"
"3033041000033117","Diazepam 10mg/2ml emulsion for injection ampoules Emulsion for injection Intravenous Diazepam 5.000mg/1.000ml","15010401",,,,"623","CPRD_AURUM"
"3033141000033118","Diazepam 10mg/2ml solution for injection ampoules Solution for injection Intravenous/ Intramuscular Diazepam 5.000mg/1.000ml","15010401",,,,"1729","CPRD_AURUM"
"13058341000033111","Buspirone 7.5mg tablets Tablet Oral Buspirone hydrochloride 7.500mg",,,,,"145","CPRD_AURUM"
"13159441000033115","Lorazepam 1mg orodispersible tablets Orodispersible tablet Oral Lorazepam 1.000mg",,,,,"740","CPRD_AURUM"
"13159541000033119","Lorazepam 2.5mg orodispersible tablets Orodispersible tablet Oral Lorazepam 2.500mg",,,,,"19","CPRD_AURUM"
